data_field_name,EndDate,TimeType,Time,GeoJoinID,geo_type_name,Neighborhood,Data_Value,Message
obesityP,12/31/2006,year,2006,308,UHF42,Greenwich Village - SoHo,35.7,
obesityP,12/31/2006,year,2006,305,UHF42,Upper East Side,37.8,
obesityP,12/31/2006,year,2006,307,UHF42,Gramercy Park - Murray Hill,37.8,
obesityP,12/31/2006,year,2006,304,UHF42,Upper West Side,37.9,
obesityP,12/31/2006,year,2006,309,UHF42,Union Square - Lower East Side,39.6,
obesityP,12/31/2006,year,2006,310,UHF42,Lower Manhattan,39.6,
obesityP,12/31/2006,year,2006,3,Borough,Manhattan,44.9,
obesityP,12/31/2006,year,2006,402,UHF42,West Queens,45.9,
obesityP,12/31/2006,year,2006,403,UHF42,Flushing - Clearview,47.3,
obesityP,12/31/2006,year,2006,202,UHF42,Downtown - Heights - Slope,48.4,
obesityP,12/31/2006,year,2006,209,UHF42,Bensonhurst - Bay Ridge,49.4,
obesityP,12/31/2006,year,2006,206,UHF42,Borough Park,50.5,
obesityP,12/31/2006,year,2006,404,UHF42,Bayside - Little Neck,53.5,
obesityP,12/31/2006,year,2006,406,UHF42,Fresh Meadows,53.5,
obesityP,12/31/2006,year,2006,4,Borough,Queens,54.9,
obesityP,12/31/2006,year,2006,409,UHF42,Southeast Queens,55.4,
obesityP,12/31/2006,year,2006,101,UHF42,Kingsbridge - Riverdale,55.6,
obesityP,12/31/2006,year,2006,401,UHF42,Long Island City - Astoria,56,
obesityP,12/31/2006,year,2006,1,Citywide,New York City,56,
obesityP,12/31/2006,year,2006,201,UHF42,Greenpoint,58.2,
obesityP,12/31/2006,year,2006,2,Borough,Brooklyn,59,
obesityP,12/31/2006,year,2006,405,UHF42,Ridgewood - Forest Hills,59.2,
obesityP,12/31/2006,year,2006,210,UHF42,Coney Island - Sheepshead Bay,60.6,
obesityP,12/31/2006,year,2006,302,UHF42,Central Harlem - Morningside Heights,60.6,
obesityP,12/31/2006,year,2006,207,UHF42,East Flatbush - Flatbush,60.9,
obesityP,12/31/2006,year,2006,103,UHF42,Fordham - Bronx Pk,61,
obesityP,12/31/2006,year,2006,408,UHF42,Jamaica,61.3,
obesityP,12/31/2006,year,2006,301,UHF42,Washington Heights,61.9,
obesityP,12/31/2006,year,2006,407,UHF42,Southwest Queens,62.1,
obesityP,12/31/2006,year,2006,503,UHF42,Willowbrook,62.2,
obesityP,12/31/2006,year,2006,504,UHF42,South Beach - Tottenville,62.2,
obesityP,12/31/2006,year,2006,102,UHF42,Northeast Bronx,62.3,
obesityP,12/31/2006,year,2006,303,UHF42,East Harlem,62.7,
obesityP,12/31/2006,year,2006,5,Borough,Staten Island,62.9,
obesityP,12/31/2006,year,2006,203,UHF42,Bedford Stuyvesant - Crown Heights,62.9,
obesityP,12/31/2006,year,2006,205,UHF42,Sunset Park,63.8,
obesityP,12/31/2006,year,2006,501,UHF42,Port Richmond,63.9,
obesityP,12/31/2006,year,2006,502,UHF42,Stapleton - St. George,63.9,
obesityP,12/31/2006,year,2006,1,Borough,Bronx,64.7,
obesityP,12/31/2006,year,2006,104,UHF42,Pelham - Throgs Neck,67.3,
obesityP,12/31/2006,year,2006,208,UHF42,Canarsie - Flatlands,67.4,
obesityP,12/31/2006,year,2006,204,UHF42,East New York,67.5,
obesityP,12/31/2006,year,2006,211,UHF42,Williamsburg - Bushwick,67.6,
obesityP,12/31/2006,year,2006,105,UHF42,Crotona -Tremont,68.2,
obesityP,12/31/2006,year,2006,106,UHF42,High Bridge - Morrisania,68.2,
obesityP,12/31/2006,year,2006,107,UHF42,Hunts Point - Mott Haven,68.2,
obesityP,12/31/2006,year,2006,410,UHF42,Rockaways,69.6,
obesityP,12/31/2007,year,2007,305,UHF42,Upper East Side,38.7,
obesityP,12/31/2007,year,2007,307,UHF42,Gramercy Park - Murray Hill,38.7,
obesityP,12/31/2007,year,2007,306,UHF42,Chelsea - Clinton,39,
obesityP,12/31/2007,year,2007,308,UHF42,Greenwich Village - SoHo,39,
obesityP,12/31/2007,year,2007,309,UHF42,Union Square - Lower East Side,44,
obesityP,12/31/2007,year,2007,310,UHF42,Lower Manhattan,44,
obesityP,12/31/2007,year,2007,304,UHF42,Upper West Side,45.8,
obesityP,12/31/2007,year,2007,3,Borough,Manhattan,47.2,
obesityP,12/31/2007,year,2007,403,UHF42,Flushing - Clearview,47.3,
obesityP,12/31/2007,year,2007,404,UHF42,Bayside - Little Neck,49.2,
obesityP,12/31/2007,year,2007,406,UHF42,Fresh Meadows,49.2,
obesityP,12/31/2007,year,2007,202,UHF42,Downtown - Heights - Slope,52.3,
obesityP,12/31/2007,year,2007,101,UHF42,Kingsbridge - Riverdale,53.3,
obesityP,12/31/2007,year,2007,407,UHF42,Southwest Queens,53.9,
obesityP,12/31/2007,year,2007,401,UHF42,Long Island City - Astoria,54.2,
obesityP,12/31/2007,year,2007,206,UHF42,Borough Park,55.8,
obesityP,12/31/2007,year,2007,209,UHF42,Bensonhurst - Bay Ridge,55.9,
obesityP,12/31/2007,year,2007,301,UHF42,Washington Heights,56.1,
obesityP,12/31/2007,year,2007,4,Borough,Queens,56.3,
obesityP,12/31/2007,year,2007,402,UHF42,West Queens,56.9,
obesityP,12/31/2007,year,2007,405,UHF42,Ridgewood - Forest Hills,57,
obesityP,12/31/2007,year,2007,1,Citywide,New York City,57.4,
obesityP,12/31/2007,year,2007,210,UHF42,Coney Island - Sheepshead Bay,57.7,
obesityP,12/31/2007,year,2007,205,UHF42,Sunset Park,57.8,
obesityP,12/31/2007,year,2007,201,UHF42,Greenpoint,59.8,
obesityP,12/31/2007,year,2007,302,UHF42,Central Harlem - Morningside Heights,60.1,
obesityP,12/31/2007,year,2007,2,Borough,Brooklyn,60.8,
obesityP,12/31/2007,year,2007,501,UHF42,Port Richmond,60.9,
obesityP,12/31/2007,year,2007,502,UHF42,Stapleton - St. George,60.9,
obesityP,12/31/2007,year,2007,207,UHF42,East Flatbush - Flatbush,61.2,
obesityP,12/31/2007,year,2007,5,Borough,Staten Island,61.2,
obesityP,12/31/2007,year,2007,503,UHF42,Willowbrook,61.4,
obesityP,12/31/2007,year,2007,504,UHF42,South Beach - Tottenville,61.4,
obesityP,12/31/2007,year,2007,104,UHF42,Pelham - Throgs Neck,61.4,
obesityP,12/31/2007,year,2007,409,UHF42,Southeast Queens,62,
obesityP,12/31/2007,year,2007,408,UHF42,Jamaica,62.8,
obesityP,12/31/2007,year,2007,103,UHF42,Fordham - Bronx Pk,63.3,
obesityP,12/31/2007,year,2007,211,UHF42,Williamsburg - Bushwick,63.4,
obesityP,12/31/2007,year,2007,1,Borough,Bronx,65.2,
obesityP,12/31/2007,year,2007,105,UHF42,Crotona -Tremont,68,
obesityP,12/31/2007,year,2007,106,UHF42,High Bridge - Morrisania,68,
obesityP,12/31/2007,year,2007,107,UHF42,Hunts Point - Mott Haven,68,
obesityP,12/31/2007,year,2007,208,UHF42,Canarsie - Flatlands,68.3,
obesityP,12/31/2007,year,2007,203,UHF42,Bedford Stuyvesant - Crown Heights,69.5,
obesityP,12/31/2007,year,2007,303,UHF42,East Harlem,69.5,
obesityP,12/31/2007,year,2007,410,UHF42,Rockaways,70,
obesityP,12/31/2007,year,2007,204,UHF42,East New York,70.3,
obesityP,12/31/2007,year,2007,102,UHF42,Northeast Bronx,73,
obesityP,12/31/2008,year,2008,304,UHF42,Upper West Side,36.6,
obesityP,12/31/2008,year,2008,306,UHF42,Chelsea - Clinton,36.7,
obesityP,12/31/2008,year,2008,308,UHF42,Greenwich Village - SoHo,36.7,
obesityP,12/31/2008,year,2008,403,UHF42,Flushing - Clearview,40.7,
obesityP,12/31/2008,year,2008,309,UHF42,Union Square - Lower East Side,44.1,
obesityP,12/31/2008,year,2008,310,UHF42,Lower Manhattan,44.1,
obesityP,12/31/2008,year,2008,305,UHF42,Upper East Side,44.3,
obesityP,12/31/2008,year,2008,307,UHF42,Gramercy Park - Murray Hill,44.3,
obesityP,12/31/2008,year,2008,202,UHF42,Downtown - Heights - Slope,48.2,
obesityP,12/31/2008,year,2008,402,UHF42,West Queens,48.6,
obesityP,12/31/2008,year,2008,3,Borough,Manhattan,48.6,
obesityP,12/31/2008,year,2008,205,UHF42,Sunset Park,52.1,
obesityP,12/31/2008,year,2008,404,UHF42,Bayside - Little Neck,54.1,
obesityP,12/31/2008,year,2008,406,UHF42,Fresh Meadows,54.1,
obesityP,12/31/2008,year,2008,401,UHF42,Long Island City - Astoria,54.6,
obesityP,12/31/2008,year,2008,209,UHF42,Bensonhurst - Bay Ridge,54.7,
obesityP,12/31/2008,year,2008,210,UHF42,Coney Island - Sheepshead Bay,56,
obesityP,12/31/2008,year,2008,302,UHF42,Central Harlem - Morningside Heights,56.2,
obesityP,12/31/2008,year,2008,4,Borough,Queens,56.6,
obesityP,12/31/2008,year,2008,211,UHF42,Williamsburg - Bushwick,57.1,
obesityP,12/31/2008,year,2008,1,Citywide,New York City,57.8,
obesityP,12/31/2008,year,2008,2,Borough,Brooklyn,58.8,
obesityP,12/31/2008,year,2008,101,UHF42,Kingsbridge - Riverdale,59.2,
obesityP,12/31/2008,year,2008,201,UHF42,Greenpoint,59.6,
obesityP,12/31/2008,year,2008,207,UHF42,East Flatbush - Flatbush,59.9,
obesityP,12/31/2008,year,2008,203,UHF42,Bedford Stuyvesant - Crown Heights,60.4,
obesityP,12/31/2008,year,2008,206,UHF42,Borough Park,60.7,
obesityP,12/31/2008,year,2008,103,UHF42,Fordham - Bronx Pk,62.1,
obesityP,12/31/2008,year,2008,405,UHF42,Ridgewood - Forest Hills,62.7,
obesityP,12/31/2008,year,2008,408,UHF42,Jamaica,62.8,
obesityP,12/31/2008,year,2008,503,UHF42,Willowbrook,63.9,
obesityP,12/31/2008,year,2008,504,UHF42,South Beach - Tottenville,63.9,
obesityP,12/31/2008,year,2008,409,UHF42,Southeast Queens,65.8,
obesityP,12/31/2008,year,2008,5,Borough,Staten Island,65.9,
obesityP,12/31/2008,year,2008,104,UHF42,Pelham - Throgs Neck,66.4,
obesityP,12/31/2008,year,2008,410,UHF42,Rockaways,67.3,
obesityP,12/31/2008,year,2008,208,UHF42,Canarsie - Flatlands,67.6,
obesityP,12/31/2008,year,2008,1,Borough,Bronx,67.8,
obesityP,12/31/2008,year,2008,407,UHF42,Southwest Queens,67.9,
obesityP,12/31/2008,year,2008,301,UHF42,Washington Heights,68,
obesityP,12/31/2008,year,2008,501,UHF42,Port Richmond,68.9,
obesityP,12/31/2008,year,2008,502,UHF42,Stapleton - St. George,68.9,
obesityP,12/31/2008,year,2008,105,UHF42,Crotona -Tremont,71,
obesityP,12/31/2008,year,2008,106,UHF42,High Bridge - Morrisania,71,
obesityP,12/31/2008,year,2008,107,UHF42,Hunts Point - Mott Haven,71,
obesityP,12/31/2008,year,2008,204,UHF42,East New York,71.7,
obesityP,12/31/2008,year,2008,102,UHF42,Northeast Bronx,73.8,
obesityP,12/31/2008,year,2008,303,UHF42,East Harlem,77.3,
obesityP,12/31/2009,year,2009,306,UHF42,Chelsea - Clinton,35,
obesityP,12/31/2009,year,2009,308,UHF42,Greenwich Village - SoHo,35,
obesityP,12/31/2009,year,2009,305,UHF42,Upper East Side,35.4,
obesityP,12/31/2009,year,2009,307,UHF42,Gramercy Park - Murray Hill,35.4,
obesityP,12/31/2009,year,2009,304,UHF42,Upper West Side,38.8,
obesityP,12/31/2009,year,2009,309,UHF42,Union Square - Lower East Side,40.3,
obesityP,12/31/2009,year,2009,310,UHF42,Lower Manhattan,40.3,
obesityP,12/31/2009,year,2009,3,Borough,Manhattan,45.5,
obesityP,12/31/2009,year,2009,202,UHF42,Downtown - Heights - Slope,46,
obesityP,12/31/2009,year,2009,402,UHF42,West Queens,48.3,
obesityP,12/31/2009,year,2009,401,UHF42,Long Island City - Astoria,49.1,
obesityP,12/31/2009,year,2009,403,UHF42,Flushing - Clearview,49.4,
obesityP,12/31/2009,year,2009,404,UHF42,Bayside - Little Neck,51.7,
obesityP,12/31/2009,year,2009,406,UHF42,Fresh Meadows,51.7,
obesityP,12/31/2009,year,2009,209,UHF42,Bensonhurst - Bay Ridge,52.1,
obesityP,12/31/2009,year,2009,206,UHF42,Borough Park,53.8,
obesityP,12/31/2009,year,2009,101,UHF42,Kingsbridge - Riverdale,54.9,
obesityP,12/31/2009,year,2009,4,Borough,Queens,56.1,
obesityP,12/31/2009,year,2009,1,Citywide,New York City,56.6,
obesityP,12/31/2009,year,2009,501,UHF42,Port Richmond,56.9,
obesityP,12/31/2009,year,2009,502,UHF42,Stapleton - St. George,56.9,
obesityP,12/31/2009,year,2009,5,Borough,Staten Island,57.4,
obesityP,12/31/2009,year,2009,205,UHF42,Sunset Park,58.2,
obesityP,12/31/2009,year,2009,201,UHF42,Greenpoint,58.3,
obesityP,12/31/2009,year,2009,503,UHF42,Willowbrook,58.7,
obesityP,12/31/2009,year,2009,504,UHF42,South Beach - Tottenville,58.7,
obesityP,12/31/2009,year,2009,2,Borough,Brooklyn,59.1,
obesityP,12/31/2009,year,2009,405,UHF42,Ridgewood - Forest Hills,59.9,
obesityP,12/31/2009,year,2009,211,UHF42,Williamsburg - Bushwick,60.2,
obesityP,12/31/2009,year,2009,301,UHF42,Washington Heights,60.6,
obesityP,12/31/2009,year,2009,208,UHF42,Canarsie - Flatlands,60.6,
obesityP,12/31/2009,year,2009,210,UHF42,Coney Island - Sheepshead Bay,60.8,
obesityP,12/31/2009,year,2009,204,UHF42,East New York,61.4,
obesityP,12/31/2009,year,2009,407,UHF42,Southwest Queens,61.4,
obesityP,12/31/2009,year,2009,410,UHF42,Rockaways,62.2,
obesityP,12/31/2009,year,2009,408,UHF42,Jamaica,62.9,
obesityP,12/31/2009,year,2009,203,UHF42,Bedford Stuyvesant - Crown Heights,63.2,
obesityP,12/31/2009,year,2009,102,UHF42,Northeast Bronx,66.1,
obesityP,12/31/2009,year,2009,1,Borough,Bronx,67.5,
obesityP,12/31/2009,year,2009,103,UHF42,Fordham - Bronx Pk,67.9,
obesityP,12/31/2009,year,2009,303,UHF42,East Harlem,67.9,
obesityP,12/31/2009,year,2009,302,UHF42,Central Harlem - Morningside Heights,68.1,
obesityP,12/31/2009,year,2009,105,UHF42,Crotona -Tremont,69.9,
obesityP,12/31/2009,year,2009,106,UHF42,High Bridge - Morrisania,69.9,
obesityP,12/31/2009,year,2009,107,UHF42,Hunts Point - Mott Haven,69.9,
obesityP,12/31/2009,year,2009,104,UHF42,Pelham - Throgs Neck,70.2,
obesityP,12/31/2009,year,2009,207,UHF42,East Flatbush - Flatbush,70.6,
obesityP,12/31/2009,year,2009,409,UHF42,Southeast Queens,71.2,
obesityP,12/31/2010,year,2010,306,UHF42,Chelsea - Clinton,37.6,
obesityP,12/31/2010,year,2010,308,UHF42,Greenwich Village - SoHo,37.6,
obesityP,12/31/2010,year,2010,305,UHF42,Upper East Side,39.8,
obesityP,12/31/2010,year,2010,307,UHF42,Gramercy Park - Murray Hill,39.8,
obesityP,12/31/2010,year,2010,309,UHF42,Union Square - Lower East Side,46.7,
obesityP,12/31/2010,year,2010,310,UHF42,Lower Manhattan,46.7,
obesityP,12/31/2010,year,2010,3,Borough,Manhattan,47.1,
obesityP,12/31/2010,year,2010,303,UHF42,East Harlem,48.3,
obesityP,12/31/2010,year,2010,404,UHF42,Bayside - Little Neck,49.9,
obesityP,12/31/2010,year,2010,406,UHF42,Fresh Meadows,49.9,
obesityP,12/31/2010,year,2010,206,UHF42,Borough Park,50.3,
obesityP,12/31/2010,year,2010,205,UHF42,Sunset Park,51,
obesityP,12/31/2010,year,2010,202,UHF42,Downtown - Heights - Slope,51.5,
obesityP,12/31/2010,year,2010,403,UHF42,Flushing - Clearview,51.6,
obesityP,12/31/2010,year,2010,405,UHF42,Ridgewood - Forest Hills,51.7,
obesityP,12/31/2010,year,2010,209,UHF42,Bensonhurst - Bay Ridge,52,
obesityP,12/31/2010,year,2010,402,UHF42,West Queens,53.1,
obesityP,12/31/2010,year,2010,302,UHF42,Central Harlem - Morningside Heights,53.9,
obesityP,12/31/2010,year,2010,304,UHF42,Upper West Side,55,
obesityP,12/31/2010,year,2010,401,UHF42,Long Island City - Astoria,55.3,
obesityP,12/31/2010,year,2010,201,UHF42,Greenpoint,55.3,
obesityP,12/31/2010,year,2010,301,UHF42,Washington Heights,55.8,
obesityP,12/31/2010,year,2010,4,Borough,Queens,57,
obesityP,12/31/2010,year,2010,1,Citywide,New York City,57.8,
obesityP,12/31/2010,year,2010,2,Borough,Brooklyn,59.7,
obesityP,12/31/2010,year,2010,407,UHF42,Southwest Queens,60.1,
obesityP,12/31/2010,year,2010,101,UHF42,Kingsbridge - Riverdale,60.6,
obesityP,12/31/2010,year,2010,503,UHF42,Willowbrook,60.7,
obesityP,12/31/2010,year,2010,504,UHF42,South Beach - Tottenville,60.7,
obesityP,12/31/2010,year,2010,5,Borough,Staten Island,62.3,
obesityP,12/31/2010,year,2010,210,UHF42,Coney Island - Sheepshead Bay,62.8,
obesityP,12/31/2010,year,2010,207,UHF42,East Flatbush - Flatbush,63.4,
obesityP,12/31/2010,year,2010,410,UHF42,Rockaways,64.1,
obesityP,12/31/2010,year,2010,501,UHF42,Port Richmond,64.5,
obesityP,12/31/2010,year,2010,502,UHF42,Stapleton - St. George,64.5,
obesityP,12/31/2010,year,2010,204,UHF42,East New York,64.8,
obesityP,12/31/2010,year,2010,105,UHF42,Crotona -Tremont,66.7,
obesityP,12/31/2010,year,2010,106,UHF42,High Bridge - Morrisania,66.7,
obesityP,12/31/2010,year,2010,107,UHF42,Hunts Point - Mott Haven,66.7,
obesityP,12/31/2010,year,2010,203,UHF42,Bedford Stuyvesant - Crown Heights,66.8,
obesityP,12/31/2010,year,2010,409,UHF42,Southeast Queens,67.1,
obesityP,12/31/2010,year,2010,208,UHF42,Canarsie - Flatlands,68.5,
obesityP,12/31/2010,year,2010,104,UHF42,Pelham - Throgs Neck,68.5,
obesityP,12/31/2010,year,2010,1,Borough,Bronx,69,
obesityP,12/31/2010,year,2010,211,UHF42,Williamsburg - Bushwick,69.7,
obesityP,12/31/2010,year,2010,408,UHF42,Jamaica,70.6,
obesityP,12/31/2010,year,2010,102,UHF42,Northeast Bronx,72.1,
obesityP,12/31/2010,year,2010,103,UHF42,Fordham - Bronx Pk,74.9,
obesityP,12/31/2011,year,2011,306,UHF42,Chelsea - Clinton,36.5,
obesityP,12/31/2011,year,2011,308,UHF42,Greenwich Village - SoHo,36.5,
obesityP,12/31/2011,year,2011,304,UHF42,Upper West Side,37.8,
obesityP,12/31/2011,year,2011,309,UHF42,Union Square - Lower East Side,39.6,
obesityP,12/31/2011,year,2011,310,UHF42,Lower Manhattan,39.6,
obesityP,12/31/2011,year,2011,404,UHF42,Bayside - Little Neck,41,
obesityP,12/31/2011,year,2011,406,UHF42,Fresh Meadows,41,
obesityP,12/31/2011,year,2011,209,UHF42,Bensonhurst - Bay Ridge,43.3,
obesityP,12/31/2011,year,2011,201,UHF42,Greenpoint,44.7,
obesityP,12/31/2011,year,2011,305,UHF42,Upper East Side,45.5,
obesityP,12/31/2011,year,2011,307,UHF42,Gramercy Park - Murray Hill,45.5,
obesityP,12/31/2011,year,2011,202,UHF42,Downtown - Heights - Slope,45.7,
obesityP,12/31/2011,year,2011,3,Borough,Manhattan,47.1,
obesityP,12/31/2011,year,2011,101,UHF42,Kingsbridge - Riverdale,47.3,
obesityP,12/31/2011,year,2011,405,UHF42,Ridgewood - Forest Hills,47.5,
obesityP,12/31/2011,year,2011,403,UHF42,Flushing - Clearview,48.4,
obesityP,12/31/2011,year,2011,205,UHF42,Sunset Park,48.9,
obesityP,12/31/2011,year,2011,402,UHF42,West Queens,55,
obesityP,12/31/2011,year,2011,4,Borough,Queens,55.4,
obesityP,12/31/2011,year,2011,301,UHF42,Washington Heights,56,
obesityP,12/31/2011,year,2011,210,UHF42,Coney Island - Sheepshead Bay,56.1,
obesityP,12/31/2011,year,2011,1,Citywide,New York City,57.7,
obesityP,12/31/2011,year,2011,408,UHF42,Jamaica,58.5,
obesityP,12/31/2011,year,2011,407,UHF42,Southwest Queens,58.7,
obesityP,12/31/2011,year,2011,206,UHF42,Borough Park,60,
obesityP,12/31/2011,year,2011,2,Borough,Brooklyn,60.4,
obesityP,12/31/2011,year,2011,409,UHF42,Southeast Queens,63.3,
obesityP,12/31/2011,year,2011,105,UHF42,Crotona -Tremont,64,
obesityP,12/31/2011,year,2011,106,UHF42,High Bridge - Morrisania,64,
obesityP,12/31/2011,year,2011,107,UHF42,Hunts Point - Mott Haven,64,
obesityP,12/31/2011,year,2011,410,UHF42,Rockaways,64.3,
obesityP,12/31/2011,year,2011,302,UHF42,Central Harlem - Morningside Heights,65,
obesityP,12/31/2011,year,2011,208,UHF42,Canarsie - Flatlands,65.2,
obesityP,12/31/2011,year,2011,211,UHF42,Williamsburg - Bushwick,65.6,
obesityP,12/31/2011,year,2011,1,Borough,Bronx,66.3,
obesityP,12/31/2011,year,2011,104,UHF42,Pelham - Throgs Neck,66.7,
obesityP,12/31/2011,year,2011,204,UHF42,East New York,66.9,
obesityP,12/31/2011,year,2011,401,UHF42,Long Island City - Astoria,67.5,
obesityP,12/31/2011,year,2011,303,UHF42,East Harlem,68.2,
obesityP,12/31/2011,year,2011,5,Borough,Staten Island,70.3,
obesityP,12/31/2011,year,2011,503,UHF42,Willowbrook,70.4,
obesityP,12/31/2011,year,2011,504,UHF42,South Beach - Tottenville,70.4,
obesityP,12/31/2011,year,2011,103,UHF42,Fordham - Bronx Pk,70.7,
obesityP,12/31/2011,year,2011,501,UHF42,Port Richmond,72.3,
obesityP,12/31/2011,year,2011,502,UHF42,Stapleton - St. George,72.3,
obesityP,12/31/2011,year,2011,203,UHF42,Bedford Stuyvesant - Crown Heights,73.2,
obesityP,12/31/2011,year,2011,207,UHF42,East Flatbush - Flatbush,74.9,
obesityP,12/31/2011,year,2011,102,UHF42,Northeast Bronx,78.7,
obesityP,12/31/2012,year,2012,306,UHF42,Chelsea - Clinton,33.8,
obesityP,12/31/2012,year,2012,308,UHF42,Greenwich Village - SoHo,33.8,
obesityP,12/31/2012,year,2012,305,UHF42,Upper East Side,39.7,
obesityP,12/31/2012,year,2012,307,UHF42,Gramercy Park - Murray Hill,39.7,
obesityP,12/31/2012,year,2012,309,UHF42,Union Square - Lower East Side,41.9,
obesityP,12/31/2012,year,2012,310,UHF42,Lower Manhattan,41.9,
obesityP,12/31/2012,year,2012,205,UHF42,Sunset Park,44.3,
obesityP,12/31/2012,year,2012,404,UHF42,Bayside - Little Neck,44.6,
obesityP,12/31/2012,year,2012,406,UHF42,Fresh Meadows,44.6,
obesityP,12/31/2012,year,2012,304,UHF42,Upper West Side,45.4,
obesityP,12/31/2012,year,2012,3,Borough,Manhattan,45.4,
obesityP,12/31/2012,year,2012,202,UHF42,Downtown - Heights - Slope,47.1,
obesityP,12/31/2012,year,2012,403,UHF42,Flushing - Clearview,47.3,
obesityP,12/31/2012,year,2012,405,UHF42,Ridgewood - Forest Hills,49.9,
obesityP,12/31/2012,year,2012,206,UHF42,Borough Park,50.1,
obesityP,12/31/2012,year,2012,101,UHF42,Kingsbridge - Riverdale,50.7,
obesityP,12/31/2012,year,2012,408,UHF42,Jamaica,52.5,
obesityP,12/31/2012,year,2012,209,UHF42,Bensonhurst - Bay Ridge,52.9,
obesityP,12/31/2012,year,2012,301,UHF42,Washington Heights,54.6,
obesityP,12/31/2012,year,2012,201,UHF42,Greenpoint,55.6,
obesityP,12/31/2012,year,2012,4,Borough,Queens,55.9,
obesityP,12/31/2012,year,2012,1,Citywide,New York City,55.9,
obesityP,12/31/2012,year,2012,207,UHF42,East Flatbush - Flatbush,56,
obesityP,12/31/2012,year,2012,2,Borough,Brooklyn,56.8,
obesityP,12/31/2012,year,2012,203,UHF42,Bedford Stuyvesant - Crown Heights,57.1,
obesityP,12/31/2012,year,2012,402,UHF42,West Queens,59.4,
obesityP,12/31/2012,year,2012,208,UHF42,Canarsie - Flatlands,60.3,
obesityP,12/31/2012,year,2012,409,UHF42,Southeast Queens,62.8,
obesityP,12/31/2012,year,2012,105,UHF42,Crotona -Tremont,63,
obesityP,12/31/2012,year,2012,106,UHF42,High Bridge - Morrisania,63,
obesityP,12/31/2012,year,2012,107,UHF42,Hunts Point - Mott Haven,63,
obesityP,12/31/2012,year,2012,303,UHF42,East Harlem,63.1,
obesityP,12/31/2012,year,2012,401,UHF42,Long Island City - Astoria,63.4,
obesityP,12/31/2012,year,2012,503,UHF42,Willowbrook,64.3,
obesityP,12/31/2012,year,2012,504,UHF42,South Beach - Tottenville,64.3,
obesityP,12/31/2012,year,2012,1,Borough,Bronx,64.5,
obesityP,12/31/2012,year,2012,211,UHF42,Williamsburg - Bushwick,64.6,
obesityP,12/31/2012,year,2012,5,Borough,Staten Island,64.8,
obesityP,12/31/2012,year,2012,407,UHF42,Southwest Queens,64.9,
obesityP,12/31/2012,year,2012,210,UHF42,Coney Island - Sheepshead Bay,65.8,
obesityP,12/31/2012,year,2012,501,UHF42,Port Richmond,66.1,
obesityP,12/31/2012,year,2012,502,UHF42,Stapleton - St. George,66.1,
obesityP,12/31/2012,year,2012,104,UHF42,Pelham - Throgs Neck,66.3,
obesityP,12/31/2012,year,2012,103,UHF42,Fordham - Bronx Pk,67.3,
obesityP,12/31/2012,year,2012,302,UHF42,Central Harlem - Morningside Heights,67.4,
obesityP,12/31/2012,year,2012,410,UHF42,Rockaways,67.6,
obesityP,12/31/2012,year,2012,102,UHF42,Northeast Bronx,69.1,
obesityP,12/31/2012,year,2012,204,UHF42,East New York,71.9,
obesityP,12/31/2013,year,2013,308,UHF42,Greenwich Village - SoHo,32.7,Estimate is based on small numbers so should be interpreted with caution.
obesityP,12/31/2013,year,2013,403,UHF42,Flushing - Clearview,37.5,
obesityP,12/31/2013,year,2013,309,UHF42,Union Square - Lower East Side,38.8,
obesityP,12/31/2013,year,2013,305,UHF42,Upper East Side,39.1,
obesityP,12/31/2013,year,2013,202,UHF42,Downtown - Heights - Slope,41,
obesityP,12/31/2013,year,2013,307,UHF42,Gramercy Park - Murray Hill,42.2,
obesityP,12/31/2013,year,2013,304,UHF42,Upper West Side,44.2,
obesityP,12/31/2013,year,2013,310,UHF42,Lower Manhattan,44.4,Estimate is based on small numbers so should be interpreted with caution.
obesityP,12/31/2013,year,2013,306,UHF42,Chelsea - Clinton,44.8,Estimate is based on small numbers so should be interpreted with caution.
obesityP,12/31/2013,year,2013,401,UHF42,Long Island City - Astoria,45.1,Estimate is based on small numbers so should be interpreted with caution.
obesityP,12/31/2013,year,2013,201,UHF42,Greenpoint,45.4,Estimate is based on small numbers so should be interpreted with caution.
obesityP,12/31/2013,year,2013,404,UHF42,Bayside - Little Neck,47.4,Estimate is based on small numbers so should be interpreted with caution.
obesityP,12/31/2013,year,2013,3,Borough,Manhattan,47.8,
obesityP,12/31/2013,year,2013,205,UHF42,Sunset Park,48.2,
obesityP,12/31/2013,year,2013,406,UHF42,Fresh Meadows,51.6,
obesityP,12/31/2013,year,2013,405,UHF42,Ridgewood - Forest Hills,51.6,Estimate is based on small numbers so should be interpreted with caution.
obesityP,12/31/2013,year,2013,302,UHF42,Central Harlem - Morningside Heights,52.3,
obesityP,12/31/2013,year,2013,4,Borough,Queens,53.7,
obesityP,12/31/2013,year,2013,503,UHF42,Willowbrook,54.1,Estimate is based on small numbers so should be interpreted with caution.
obesityP,12/31/2013,year,2013,207,UHF42,East Flatbush - Flatbush,54.5,
obesityP,12/31/2013,year,2013,402,UHF42,West Queens,54.8,
obesityP,12/31/2013,year,2013,206,UHF42,Borough Park,55.6,
obesityP,12/31/2013,year,2013,2,Borough,Brooklyn,56.1,
