NTACODE,NTANAME,POV_PCT,PCT_BLACK_POP,GREENSPACE,SURFACETEMP,PCT_HOUSEHOLDS_AC,HVI_RANK,CD,HRI_HOSP_RATE,POV_TERT,GREENSPACE_TERT,SURFACETEMP_TERT,AC_TERT
SI22,West New Brighton-New Brighton-St. George,26.1,38.9,44.2,96.7,90.7,3,501,2.9,"<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>","<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>"
SI07,Westerleigh,9.9,3.9,50.7,99.2,90.7,1,501,2.9,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>"
SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,24,32,44.1,100.2,90.7,3,501,2.9,"<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>","<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>"
SI28,Port Richmond,18.9,15.3,36.4,101.6,90.7,4,501,2.9,"<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>","<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>"
MN28,Lower East Side,30,11.4,31.8,97.4,91.1,3,103,0.8,"<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>"
MN27,Chinatown,26.9,7.9,17.9,97.8,91.1,4,103,0.8,"<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-warning"">Less than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>"
MN22,East Village,16.2,5.2,23.1,98.3,91.1,3,103,0.8,"<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>"
BK41,Kensington-Ocean Parkway,25,6.7,23.1,97.9,91.5,3,312,1.1,"<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>"
BK88,Borough Park,37.1,1.2,22.6,99.9,91.5,4,312,1.1,"<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>"
BK46,Ocean Parkway South,19.5,1.1,32.9,99.9,91.5,3,312,1.1,"<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>"
BK27,Bath Beach,15.5,1.8,22.1,93.9,91.6,1,311,0.9,"<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-warning"">Less than most NYC neighborhoods</span>","<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>"
BK28,Bensonhurst West,17.6,1,14.3,96.6,91.6,2,311,0.9,"<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-warning"">Less than most NYC neighborhoods</span>","<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>"
BK29,Bensonhurst East,18,1.2,14.6,97.4,91.6,3,311,0.9,"<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-warning"">Less than most NYC neighborhoods</span>","<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>"
QN31,Hunters Point-Sunnyside-West Maspeth,12.2,2.8,14.5,99.1,91.9,3,402,0.5,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-warning"">Less than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>"
QN63,Woodside,13,1.3,20.3,100.2,91.9,3,402,0.5,"<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-warning"">Less than most NYC neighborhoods</span>","<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>"
QN53,Woodhaven,13.3,4.3,22.5,100.4,91.9,3,409,1.3,"<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>"
QN54,Richmond Hill,16.3,8.2,19.4,102.3,91.9,4,409,1.3,"<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-warning"">Less than most NYC neighborhoods</span>","<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>"
MN12,Upper West Side,10.9,8.6,32.1,95.5,92.2,1,107,0.9,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>"
MN14,Lincoln Square,8.3,4.2,20.1,96.4,92.2,2,107,0.9,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-warning"">Less than most NYC neighborhoods</span>","<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>"
QN17,Forest Hills,10.4,2.7,35.2,98.6,92.2,2,406,0.7,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>"
MN35,Washington Heights North,21.9,9.2,35.8,94.6,92.3,1,112,0.9,"<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>","<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>"
MN36,Washington Heights South,24.6,16.7,22.5,95.6,92.3,2,112,0.9,"<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>"
BK37,Park Slope-Gowanus,7.1,5,22.5,96.5,92.3,2,306,1.1,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>"
BK33,Carroll Gardens-Columbia Street-Red Hook,13.2,12.6,19.7,97,92.3,2,306,1.1,"<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-warning"">Less than most NYC neighborhoods</span>","<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>"
MN01,Marble Hill-Inwood,24,13.9,20.1,97.1,92.3,3,112,0.9,"<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-warning"">Less than most NYC neighborhoods</span>","<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>"
QN18,Rego Park,13.1,4.6,28.3,100.1,92.4,3,406,0.7,"<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>"
BK50,Canarsie,13.9,86,34.7,99.2,92.5,4,318,1.3,"<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>"
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,6.1,13,34.4,99.4,92.5,2,318,1.3,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>"
BK58,Flatlands,10.3,72.1,24.3,100.5,92.5,4,318,1.3,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>"
QN70,Astoria,14.1,4.8,18,97.6,92.7,2,401,1.1,"<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-warning"">Less than most NYC neighborhoods</span>","<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>"
QN71,Old Astoria,20,12.4,20.7,97.6,92.7,3,401,1.1,"<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-warning"">Less than most NYC neighborhoods</span>","<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>"
QN68,Queensbridge-Ravenswood-Long Island City,30.6,24.7,18.9,100,92.7,4,401,1.1,"<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-warning"">Less than most NYC neighborhoods</span>","<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>"
QN05,Rosedale,6.9,84.7,50.9,99.2,92.8,3,413,0.7,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>"
QN44,Glen Oaks-Floral Park-New Hyde Park,6.9,5.4,48.2,100,92.8,1,413,0.7,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>","<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>"
QN03,Springfield Gardens South-Brookville,11.3,88.6,34.7,101.2,92.8,4,413,0.7,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>","<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>"
QN66,Laurelton,7.1,91.6,36,102.1,92.8,4,413,0.7,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>","<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>"
QN33,Cambria Heights,4.4,92.8,39.2,102.4,92.8,4,413,0.7,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>","<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>"
QN34,Queens Village,8.8,49.1,32.3,102.7,92.8,4,413,0.7,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>"
BK40,Windsor Terrace,8.6,4.5,28,95.6,93,1,307,2.1,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>"
BK34,Sunset Park East,32.3,1.9,17.9,96.7,93,3,307,2.1,"<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-warning"">Less than most NYC neighborhoods</span>","<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>"
BK32,Sunset Park West,28.1,4.5,10.7,97.5,93,4,307,2.1,"<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-warning"">Less than most NYC neighborhoods</span>","<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>"
QN45,Douglas Manor-Douglaston-Little Neck,7.6,1.1,55.6,97,93.3,1,411,1,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>","<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>"
QN72,Steinway,9.3,2.4,22.4,97.8,93.4,2,401,1.1,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-warning"">Less than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>"
BK76,Greenpoint,12.7,3.3,12.4,98.7,93.4,3,301,0.8,"<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-warning"">Less than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>"
BK73,North Side-South Side,18.2,5.8,16.2,99.3,93.4,3,301,0.8,"<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-warning"">Less than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
BK90,East Williamsburg,19.5,13.4,11.2,100,93.4,4,301,0.8,"<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-warning"">Less than most NYC neighborhoods</span>","<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
BK72,Williamsburg,49.8,5.1,23.4,100.9,93.4,5,301,0.8,"<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
QN42,Oakland Gardens,10.1,3.1,50.9,98,93.7,1,411,1,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
QN46,Bayside-Bayside Hills,8.1,2.3,42.7,100.2,93.7,2,411,1,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>","<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
QN48,Auburndale,6.2,1.5,38.3,101.4,93.7,2,411,1,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>","<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
QN21,Middle Village,7.8,1.2,44.4,98.5,93.8,1,405,1.5,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
QN50,Elmhurst-Maspeth,13.7,1,21.2,99.9,93.8,3,402,0.5,"<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-warning"">Less than most NYC neighborhoods</span>","<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
BK31,Bay Ridge,14.7,2.5,31.2,94,93.9,1,310,1.5,"<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
MN50,Stuyvesant Town-Cooper Village,9.9,4.9,42,94.1,93.9,1,106,0.7,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>","<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
BK30,Dyker Heights,18,1,20.2,96.1,93.9,2,310,1.5,"<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-warning"">Less than most NYC neighborhoods</span>","<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
MN19,Turtle Bay-East Midtown,5.1,1.5,14.2,97.2,93.9,2,106,0.7,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-warning"">Less than most NYC neighborhoods</span>","<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
MN20,Murray Hill-Kips Bay,12.4,4.7,15.6,97.8,93.9,2,106,0.7,"<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-warning"">Less than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
MN21,Gramercy,8.5,4.2,16.2,99.9,93.9,3,106,0.7,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-warning"">Less than most NYC neighborhoods</span>","<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
QN62,Queensboro Hill,15.7,1.6,40.2,100,93.9,2,407,0.4,"<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>","<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
QN43,Bellerose,10,7.7,47.3,100.6,93.9,2,413,0.7,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>","<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
QN47,Ft. Totten-Bay Terrace-Clearview,8.2,0.9,50.1,98,94.1,1,407,0.4,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
QN28,Jackson Heights,13.5,2.8,24.8,99,94.1,2,403,1,"<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
QN23,College Point,13.8,2.6,28.4,99.7,94.1,2,407,0.4,"<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
QN22,Flushing,25.2,4.4,22.2,99.8,94.1,3,407,0.4,"<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-warning"">Less than most NYC neighborhoods</span>","<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
QN49,Whitestone,5.2,0.5,38,99.9,94.1,1,407,0.4,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>","<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
QN51,Murray Hill,16.2,2.2,38.5,100.1,94.1,2,407,0.4,"<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>","<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
QN26,North Corona,21.5,6.5,16.6,100.3,94.1,4,403,1,"<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-warning"">Less than most NYC neighborhoods</span>","<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
QN27,East Elmhurst,18.5,22.9,27,101.2,94.1,4,403,1,"<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
QN52,East Flushing,16.5,2,38.6,101.4,94.1,2,407,0.4,"<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>","<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
QN29,Elmhurst,18.2,2.4,19.8,100.9,94.3,3,404,0.9,"<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-warning"">Less than most NYC neighborhoods</span>","<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
QN56,Ozone Park,15.7,6.6,27.8,101.3,94.3,3,410,1,"<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
QN55,South Ozone Park,12.1,22.9,24.5,102.4,94.3,4,410,1,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
QN06,Jamaica Estates-Holliswood,10.2,26.2,51.9,98.4,94.9,1,408,0.9,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
QN37,Kew Gardens Hills,11.1,7.1,39.7,100.3,94.9,2,408,0.9,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>","<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
QN35,Briarwood-Jamaica Hills,15.5,12.5,31,101.1,94.9,3,408,0.9,"<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
QN38,Pomonok-Flushing Heights-Hillcrest,18.8,12.4,37.3,101.1,94.9,3,408,0.9,"<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>","<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,15.4,7.6,25.2,96.2,95.4,2,315,1,"<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
BK44,Madison,12.6,2,24.1,99.6,95.4,2,315,1,"<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
BK25,Homecrest,18.8,2,20.6,99.8,95.4,3,315,1,"<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-warning"">Less than most NYC neighborhoods</span>","<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
QN41,Fresh Meadows-Utopia,11.4,5.2,47.6,99.9,95.6,1,408,0.9,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>","<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
QN20,Ridgewood,14.2,2.2,27.8,96.4,95.7,1,405,1.5,"<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
QN19,Glendale,9,1.9,23.4,97.6,95.7,2,405,1.5,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-light"">In the middle of NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
QN30,Maspeth,9.4,1.2,18.6,99.7,95.7,2,405,1.5,"<span class=""badge badge-success"">Lower than most NYC neighborhoods</span>","<span class=""badge badge-warning"">Less than most NYC neighborhoods</span>","<span class=""badge badge-warning"">Higher than most NYC neighborhoods</span>","<span class=""badge badge-success"">More than most NYC neighborhoods</span>"
